sop_class_name,value,objects
Segmentation Storage,Segmentation of Nodule 8 - Annotation Nodule 010,1
Segmentation Storage,"Pre-dose, LEFT PELVIC LYMPH NODE - 1",1
Segmentation Storage,"Pre-dose, HILAR LYMPH NODE - 1",1
Segmentation Storage,AIMI prostate radiologist 7 corrected segmentation,1
Segmentation Storage,"Pre-dose, GASTROESOPHAGEAL LYMPH NODE - 1",1
Segmentation Storage,"Pre-dose, MESENTERIC LYMPH NODE - 2",1
Segmentation Storage,AIMI FDG breast tumor non-expert 2 corrected segmentation,1
Segmentation Storage,BAMFHealth^NonExpert2,1
Segmentation Storage,ACRIN-6698: TrT0: DWI SEG: from S4: Whole Tumor Manual,1
Segmentation Storage,ACRIN-6698: TrT1: DWI SEG: from S1428: Whole Tumor Manual,1
Segmentation Storage,NLSTSeg Segmentation of Series: 8311,1
Segmentation Storage,NLSTSeg Segmentation of Series: 5299,1
Segmentation Storage,NLSTSeg Segmentation of Series: 3075,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 80523,1
Segmentation Storage,Segmentation of Nodule 7 - Annotation 8,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 13685,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 8,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 20828,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 25141,1
Segmentation Storage,Segmentation of Nodule 7 - Annotation 74331,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 06616,1
Segmentation Storage,NLSTSeg Segmentation of Series: 7057,1
Segmentation Storage,NLSTSeg Segmentation of Series: 7473,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 13801,1
Segmentation Storage,Segmentation of Nodule 8 - Annotation 6,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 35008,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 3,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 13142,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 166869,1
Segmentation Storage,Segmentation of Nodule 7 - Annotation 16464,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 38054,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation IL057_167583,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 172472,1
Segmentation Storage,ePAD Generated DSO Nov-11-2218,1
Segmentation Storage,NLSTSeg Segmentation of Series: 5573,1
Segmentation Storage,"Pre-dose, LEFT SACRUM - 1",1
Segmentation Storage,Segmentation of Nodule 5 - Annotation Nodule 007,1
Segmentation Storage,ePAD Generated DSO Nov-14-1739,1
Segmentation Storage,"Pre-dose, GALLBLADDER - 1",1
Segmentation Storage,cerebrum seg - MR ref: 3D_SAG_T1_MP2RAGE,1
Segmentation Storage,"Pre-dose, PELVIC LYMPH NODE - 1",1
Segmentation Storage,"Pre-dose, RIGHT DIAPHRAGM - 1",1
Segmentation Storage,"Pre-dose, SUBCARINAL LYMPH NODE - 2",1
Segmentation Storage,NLSTSeg Segmentation of Series: 6230,1
Segmentation Storage,NLSTSeg Segmentation of Series: 5466,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 57439,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 56764,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation IL057_167602,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation MI014_20251,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 7,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 69838,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation IL057_159747,1
Segmentation Storage,"Pre-dose, ABDOMINAL WALL - 2",1
Segmentation Storage,"Pre-dose, CELIAC LYMPH NODE - 1",1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 52579,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 5022,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 57615,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 5384,1
Segmentation Storage,Segmentation of Nodule 11 - Annotation 12,1
Segmentation Storage,"Pre-dose, RIGHT CHEST WALL - 1",1
Segmentation Storage,"Pre-dose, AORTOCAVAL LYMPH NODE - 1",1
Segmentation Storage,"Pre-dose, RETROPERITONEUM - 2",1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 42726,1
Segmentation Storage,Segmentation of Nodule 12 - Annotation IL057_203423,1
Segmentation Storage,Segmentation of Nodule 20 - Annotation Nodule 007,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation IL057_196144,1
Segmentation Storage,"Pre-dose, LEFT PELVIS - 1",1
Segmentation Storage,"Pre-dose, ILIAC BONE - 1",1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 15288,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 57914,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 13181,1
Segmentation Storage,"Pre-dose, OMENTAL - 1",1
Segmentation Storage,ACRIN-6698: DWI SEG: from S2: Whole Tumor Manual,1
Segmentation Storage,"Pre-dose, AXILLARY LYMPH NODE - 1",1
Segmentation Storage,ACRIN-6698: TrT1: DWI SEG: from S10: Whole Tumor Manual,1
Segmentation Storage,Segmentation of prostate lesion 4,1
Segmentation Storage,NLSTSeg Segmentation of Series: 2345,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation Nodule 004,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation IL057_201470,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 159172,1
Segmentation Storage,tumor seg - MR ref: 3D_SAG_T2,1
Segmentation Storage,"Pre-dose, SACRUM - 1",1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 60335,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 56749,1
Segmentation Storage,Segmentation of Nodule 7 - Annotation 33977,1
Segmentation Storage,ACRIN-6698: TrT1: DWI SEG: from S1528: Whole Tumor Manual,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 52779,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 101448,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 13515,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 44242,1
Segmentation Storage,NLSTSeg Segmentation of Series: 1543,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 2,1
Segmentation Storage,NLSTSeg Segmentation of Series: 531,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 166888,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 34999,1
Segmentation Storage,NLSTSeg Segmentation of Series: 8475,1
Segmentation Storage,NLSTSeg Segmentation of Series: 4609,1
Segmentation Storage,"Pre-dose, RIGHT PELVIS - 1",1
Segmentation Storage,"Pre-dose, PROSTATE - 1",1
Segmentation Storage,NLSTSeg Segmentation of Series: 4686,1
Segmentation Storage,"Pre-dose, PREAORTIC LYMPH NODE - 1",1
Segmentation Storage,NLSTSeg Segmentation of Series: 2942,1
Segmentation Storage,"Pre-dose, GASTROESOPHAGEAL JUNCTION - 1",1
Segmentation Storage,NLSTSeg Segmentation of Series: 5211,1
Segmentation Storage,"Pre-dose, GLUTEAL - 1",1
Segmentation Storage,NLSTSeg Segmentation of Series: 9,1
Segmentation Storage,NLSTSeg Segmentation of Series: 9267,1
Segmentation Storage,AIMI liver-tumor radiologist 7 corrected segmentation,1
Segmentation Storage,AIMI lung and nodule radiologist 1 corrected segmentation,1
Segmentation Storage,ePAD Generated DSO Dec-22-1433,1
Segmentation Storage,"Pre-dose, ABDOMEN - 1",1
Segmentation Storage,"Pre-dose, RIGHT LEG - 1",1
Segmentation Storage,cerebrum seg - MR ref: 2D_AX_T2_FLAIR,1
Segmentation Storage,Harmonized b 10 mGy 3.0  I30f  3 axial - #19 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 3.0  B30f axial - #7 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 3.0  B30f axial - #15 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 3.0  B30f axial - #22 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 3.0  B30f axial - #4 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 3.0  I30f  3 axial - #9 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 3.0  I30f  3 axial - #26 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 3.0  B30f axial - #28 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 3.0  I30f  3 axial - #27 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 3.0  B30f axial - #11 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 3.0  I30f  3 axial - #10 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 3.0  B30f axial - #30 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 3.0  I30f  3 axial - #20 - SEG,1
Segmentation Storage,T2 Weighted Axial Segmentations,1
Segmentation Storage,AIMI liver non-expert 1 corrected segmentation,1
Segmentation Storage,AIMI FDG breast tumor radiologist 1 corrected segmentation,1
Segmentation Storage,QIN CT challenge: alg02 run01segmentation result,1
Segmentation Storage,alg02_run01,1
Segmentation Storage,QIN CT challenge: alg02 run02segmentation result,1
Segmentation Storage,alg02_run02,1
Segmentation Storage,QIN CT challenge: alg02 run03segmentation result,1
Segmentation Storage,alg02_run03,1
Segmentation Storage,AIMI lung and FDG tumor radiologist 1 corrected segmentation,1
Segmentation Storage,Gyroscan Intera,1
Segmentation Storage,PE Segmentation thresh=100,1
Segmentation Storage,QIN CT challenge: alg01 run01segmentation result,1
Segmentation Storage,alg01_run01,1
Segmentation Storage,QIN CT challenge: alg01 run02segmentation result,1
Segmentation Storage,alg01_run02,1
Segmentation Storage,QIN CT challenge: alg01 run03segmentation result,1
Segmentation Storage,alg01_run03,1
Segmentation Storage,Harmonized b 10 mGy 2.0  B30f axial - #22 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  B30f axial - #11 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  B30f axial - #22 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  B30f axial - #21 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  I30f  3 axial - #8 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 2.0  B30f axial - #13 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  B30f axial - #27 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 2.0  B30f axial - #9 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  B30f axial - #19 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  I30f  3 axial - #24 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  I30f  3 axial - #17 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  I30f  3 axial - #12 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 2.0  B30f axial - #18 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 2.0  B30f axial - #11 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 2.0  I30f  3 axial - #22 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  B30f axial - #12 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  I30f  3 axial - #15 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 2.0  I30f  3 axial - #4 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 2.0  I30f  3 axial - #13 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  B30f axial - #24 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  B30f axial - #6 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.5  B30f axial - #30 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 2.0  B30f axial - #27 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  I26f  3 axial - #26 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  B26f axial - #21 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  I26f  3 axial - #5 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  B26f axial - #26 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  B26f axial - #5 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  B26f axial - #12 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  B26f axial - #1 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  I26f  3 axial - #1 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  I26f  3 axial - #16 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  B26f axial - #11 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  I26f  3 axial - #15 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  B26f axial - #19 - SEG,1
Segmentation Storage,Harmonized b 10 mGy 1.0  B26f axial - #17 - SEG,1
Segmentation Storage,AIMI lung and nodule radiologist 2 corrected segmentation,1
Segmentation Storage,BAMFHealth^Radiologist2,1
Segmentation Storage,alg03_run5,1
Segmentation Storage,alg03_run6,1
Segmentation Storage,QIN CT challenge:lesion9 alg01 run1 segmentation result,1
Segmentation Storage,lesion9_alg01_run1,1
Segmentation Storage,QIN CT challenge:lesion9 alg01 run2 segmentation result,1
Segmentation Storage,lesion9_alg01_run2,1
Segmentation Storage,QIN CT challenge:lesion9 alg01 run3 segmentation result,1
Segmentation Storage,lesion9_alg01_run3,1
Segmentation Storage,QIN CT challenge:lesion1 alg03 run1 segmentation result,1
Segmentation Storage,QIN CT challenge:lesion1 alg03 run2 segmentation result,1
Segmentation Storage,QIN CT challenge:lesion1 alg03 run3 segmentation result,1
Segmentation Storage,QIN CT challenge:lesion2 alg02 run3 segmentation result,1
Segmentation Storage,lesion2_alg02_run3,1
Segmentation Storage,QIN CT challenge:lesion2 alg03 run1 segmentation result,1
Segmentation Storage,lesion2_alg03_run1,1
Segmentation Storage,QIN CT challenge:lesion3 alg01 run1 segmentation result,1
Segmentation Storage,lesion3_alg01_run1,1
Segmentation Storage,QIN CT challenge:lesion3 alg01 run2 segmentation result,1
Segmentation Storage,lesion3_alg01_run2,1
Segmentation Storage,QIN CT challenge:lesion4 alg03 run1 segmentation result,1
Segmentation Storage,lesion4_alg03_run1,1
Segmentation Storage,QIN CT challenge:lesion5 alg03 run2 segmentation result,1
Segmentation Storage,lesion5_alg03_run2,1
Segmentation Storage,QIN CT challenge:lesion7 alg01 run1 segmentation result,1
Segmentation Storage,lesion7_alg01_run1,1
Segmentation Storage,QIN CT challenge:lesion7 alg02 run2 segmentation result,1
Segmentation Storage,lesion7_alg02_run2,1
Segmentation Storage,QIN CT challenge:lesion10 alg01 run2 segmentation result,1
Segmentation Storage,lesion10_alg01_run2,1
Segmentation Storage,QIN CT challenge:lesion10 alg01 run3 segmentation result,1
Segmentation Storage,lesion10_alg01_run3,1
Segmentation Storage,QIN CT challenge:lesion10 alg03 run1 segmentation result,1
Segmentation Storage,lesion10_alg03_run1,1
Segmentation Storage,QIN CT challenge:lesion11 alg01 run2 segmentation result,1
Segmentation Storage,lesion11_alg01_run2,1
Segmentation Storage,QIN CT challenge:lesion1 alg01 run1 segmentation result,1
Segmentation Storage,lesion1_alg01_run1,1
Segmentation Storage,QIN CT challenge:lesion1 alg01 run2 segmentation result,1
Segmentation Storage,lesion1_alg01_run2,1
Segmentation Storage,QIN CT challenge:lesion1 alg01 run3 segmentation result,1
Segmentation Storage,lesion1_alg01_run3,1
Segmentation Storage,QIN CT challenge:lesion1 alg02 run1 segmentation result,1
Segmentation Storage,lesion1_alg02_run1,1
Segmentation Storage,QIN CT challenge:lesion1 alg02 run2 segmentation result,1
Segmentation Storage,lesion1_alg02_run2,1
Segmentation Storage,QIN CT challenge:lesion1 alg02 run3 segmentation result,1
Segmentation Storage,lesion1_alg02_run3,1
Segmentation Storage,QIN CT challenge:lesion2 alg01 run1 segmentation result,1
Segmentation Storage,lesion2_alg01_run1,1
Segmentation Storage,QIN CT challenge:lesion2 alg01 run2 segmentation result,1
Segmentation Storage,lesion2_alg01_run2,1
Segmentation Storage,QIN CT challenge:lesion2 alg01 run3 segmentation result,1
Segmentation Storage,lesion2_alg01_run3,1
Segmentation Storage,QIN CT challenge:lesion2 alg02 run1 segmentation result,1
Segmentation Storage,lesion2_alg02_run1,1
Segmentation Storage,QIN CT challenge:lesion2 alg02 run2 segmentation result,1
Segmentation Storage,lesion2_alg02_run2,1
Segmentation Storage,QIN CT challenge:lesion2 alg03 run2 segmentation result,1
Segmentation Storage,lesion2_alg03_run2,1
Segmentation Storage,QIN CT challenge:lesion2 alg03 run3 segmentation result,1
Segmentation Storage,lesion2_alg03_run3,1
Segmentation Storage,QIN CT challenge:lesion3 alg01 run3 segmentation result,1
Segmentation Storage,lesion3_alg01_run3,1
Segmentation Storage,QIN CT challenge:lesion3 alg02 run1 segmentation result,1
Segmentation Storage,lesion3_alg02_run1,1
Segmentation Storage,QIN CT challenge:lesion3 alg02 run2 segmentation result,1
Segmentation Storage,lesion3_alg02_run2,1
Segmentation Storage,QIN CT challenge:lesion3 alg02 run3 segmentation result,1
Segmentation Storage,lesion3_alg02_run3,1
Segmentation Storage,QIN CT challenge:lesion3 alg03 run1 segmentation result,1
Segmentation Storage,lesion3_alg03_run1,1
Segmentation Storage,QIN CT challenge:lesion3 alg03 run2 segmentation result,1
Segmentation Storage,lesion3_alg03_run2,1
Segmentation Storage,QIN CT challenge:lesion3 alg03 run3 segmentation result,1
Segmentation Storage,lesion3_alg03_run3,1
Segmentation Storage,QIN CT challenge:lesion4 alg01 run1 segmentation result,1
Segmentation Storage,lesion4_alg01_run1,1
Segmentation Storage,QIN CT challenge:lesion4 alg01 run2 segmentation result,1
Segmentation Storage,lesion4_alg01_run2,1
Segmentation Storage,QIN CT challenge:lesion4 alg01 run3 segmentation result,1
Segmentation Storage,lesion4_alg01_run3,1
Segmentation Storage,QIN CT challenge:lesion4 alg02 run1 segmentation result,1
Segmentation Storage,lesion4_alg02_run1,1
Segmentation Storage,QIN CT challenge:lesion4 alg02 run2 segmentation result,1
Segmentation Storage,lesion4_alg02_run2,1
Segmentation Storage,QIN CT challenge:lesion4 alg02 run3 segmentation result,1
Segmentation Storage,lesion4_alg02_run3,1
Segmentation Storage,QIN CT challenge:lesion4 alg03 run2 segmentation result,1
Segmentation Storage,lesion4_alg03_run2,1
Segmentation Storage,QIN CT challenge:lesion4 alg03 run3 segmentation result,1
Segmentation Storage,lesion4_alg03_run3,1
Segmentation Storage,QIN CT challenge:lesion5 alg01 run1 segmentation result,1
Segmentation Storage,lesion5_alg01_run1,1
Segmentation Storage,QIN CT challenge:lesion5 alg01 run2 segmentation result,1
Segmentation Storage,lesion5_alg01_run2,1
Segmentation Storage,QIN CT challenge:lesion5 alg01 run3 segmentation result,1
Segmentation Storage,lesion5_alg01_run3,1
Segmentation Storage,QIN CT challenge:lesion5 alg02 run1 segmentation result,1
Segmentation Storage,lesion5_alg02_run1,1
Segmentation Storage,QIN CT challenge:lesion5 alg02 run2 segmentation result,1
Segmentation Storage,lesion5_alg02_run2,1
Segmentation Storage,QIN CT challenge:lesion5 alg02 run3 segmentation result,1
Segmentation Storage,lesion5_alg02_run3,1
Segmentation Storage,QIN CT challenge:lesion5 alg03 run1 segmentation result,1
Segmentation Storage,lesion5_alg03_run1,1
Segmentation Storage,QIN CT challenge:lesion5 alg03 run3 segmentation result,1
Segmentation Storage,lesion5_alg03_run3,1
Segmentation Storage,QIN CT challenge:lesion6 alg01 run1 segmentation result,1
Segmentation Storage,lesion6_alg01_run1,1
Segmentation Storage,QIN CT challenge:lesion6 alg01 run2 segmentation result,1
Segmentation Storage,lesion6_alg01_run2,1
Segmentation Storage,QIN CT challenge:lesion6 alg01 run3 segmentation result,1
Segmentation Storage,lesion6_alg01_run3,1
Segmentation Storage,QIN CT challenge:lesion6 alg02 run1 segmentation result,1
Segmentation Storage,lesion6_alg02_run1,1
Segmentation Storage,QIN CT challenge:lesion6 alg02 run2 segmentation result,1
Segmentation Storage,lesion6_alg02_run2,1
Segmentation Storage,QIN CT challenge:lesion6 alg02 run3 segmentation result,1
Segmentation Storage,lesion6_alg02_run3,1
Segmentation Storage,QIN CT challenge:lesion6 alg03 run1 segmentation result,1
Segmentation Storage,lesion6_alg03_run1,1
Segmentation Storage,QIN CT challenge:lesion6 alg03 run2 segmentation result,1
Segmentation Storage,lesion6_alg03_run2,1
Segmentation Storage,QIN CT challenge:lesion6 alg03 run3 segmentation result,1
Segmentation Storage,lesion6_alg03_run3,1
Segmentation Storage,QIN CT challenge:lesion7 alg01 run2 segmentation result,1
Segmentation Storage,lesion7_alg01_run2,1
Segmentation Storage,QIN CT challenge:lesion7 alg01 run3 segmentation result,1
Segmentation Storage,lesion7_alg01_run3,1
Segmentation Storage,QIN CT challenge:lesion7 alg02 run1 segmentation result,1
Segmentation Storage,lesion7_alg02_run1,1
Segmentation Storage,QIN CT challenge:lesion7 alg02 run3 segmentation result,1
Segmentation Storage,lesion7_alg02_run3,1
Segmentation Storage,QIN CT challenge:lesion7 alg03 run1 segmentation result,1
Segmentation Storage,lesion7_alg03_run1,1
Segmentation Storage,QIN CT challenge:lesion7 alg03 run2 segmentation result,1
Segmentation Storage,lesion7_alg03_run2,1
Segmentation Storage,QIN CT challenge:lesion7 alg03 run3 segmentation result,1
Segmentation Storage,lesion7_alg03_run3,1
Segmentation Storage,QIN CT challenge:lesion8 alg01 run1 segmentation result,1
Segmentation Storage,lesion8_alg01_run1,1
Segmentation Storage,QIN CT challenge:lesion8 alg01 run2 segmentation result,1
Segmentation Storage,lesion8_alg01_run2,1
Segmentation Storage,QIN CT challenge:lesion8 alg01 run3 segmentation result,1
Segmentation Storage,lesion8_alg01_run3,1
Segmentation Storage,QIN CT challenge:lesion8 alg02 run1 segmentation result,1
Segmentation Storage,lesion8_alg02_run1,1
Segmentation Storage,QIN CT challenge:lesion8 alg02 run2 segmentation result,1
Segmentation Storage,lesion8_alg02_run2,1
Segmentation Storage,QIN CT challenge:lesion8 alg02 run3 segmentation result,1
Segmentation Storage,lesion8_alg02_run3,1
Segmentation Storage,QIN CT challenge:lesion8 alg03 run1 segmentation result,1
Segmentation Storage,lesion8_alg03_run1,1
Segmentation Storage,QIN CT challenge:lesion8 alg03 run2 segmentation result,1
Segmentation Storage,lesion8_alg03_run2,1
Segmentation Storage,QIN CT challenge:lesion8 alg03 run3 segmentation result,1
Segmentation Storage,lesion8_alg03_run3,1
Segmentation Storage,QIN CT challenge:lesion9 alg02 run1 segmentation result,1
Segmentation Storage,lesion9_alg02_run1,1
Segmentation Storage,QIN CT challenge:lesion9 alg02 run2 segmentation result,1
Segmentation Storage,lesion9_alg02_run2,1
Segmentation Storage,QIN CT challenge:lesion9 alg02 run3 segmentation result,1
Segmentation Storage,lesion9_alg02_run3,1
Segmentation Storage,QIN CT challenge:lesion9 alg03 run1 segmentation result,1
Segmentation Storage,lesion9_alg03_run1,1
Segmentation Storage,QIN CT challenge:lesion9 alg03 run2 segmentation result,1
Segmentation Storage,lesion9_alg03_run2,1
Segmentation Storage,QIN CT challenge:lesion9 alg03 run3 segmentation result,1
Segmentation Storage,lesion9_alg03_run3,1
Segmentation Storage,QIN CT challenge:lesion10 alg01 run1 segmentation result,1
Segmentation Storage,lesion10_alg01_run1,1
Segmentation Storage,QIN CT challenge:lesion10 alg02 run1 segmentation result,1
Segmentation Storage,lesion10_alg02_run1,1
Segmentation Storage,QIN CT challenge:lesion10 alg02 run2 segmentation result,1
Segmentation Storage,lesion10_alg02_run2,1
Segmentation Storage,QIN CT challenge:lesion10 alg02 run3 segmentation result,1
Segmentation Storage,lesion10_alg02_run3,1
Segmentation Storage,QIN CT challenge:lesion10 alg03 run2 segmentation result,1
Segmentation Storage,lesion10_alg03_run2,1
Segmentation Storage,QIN CT challenge:lesion10 alg03 run3 segmentation result,1
Segmentation Storage,lesion10_alg03_run3,1
Segmentation Storage,QIN CT challenge:lesion11 alg01 run1 segmentation result,1
Segmentation Storage,lesion11_alg01_run1,1
Segmentation Storage,QIN CT challenge:lesion11 alg01 run3 segmentation result,1
Segmentation Storage,lesion11_alg01_run3,1
Segmentation Storage,QIN CT challenge:lesion11 alg02 run1 segmentation result,1
Segmentation Storage,lesion11_alg02_run1,1
Segmentation Storage,QIN CT challenge:lesion11 alg02 run2 segmentation result,1
Segmentation Storage,lesion11_alg02_run2,1
Segmentation Storage,QIN CT challenge:lesion11 alg02 run3 segmentation result,1
Segmentation Storage,lesion11_alg02_run3,1
Segmentation Storage,QIN CT challenge:lesion11 alg03 run1 segmentation result,1
Segmentation Storage,lesion11_alg03_run1,1
Segmentation Storage,QIN CT challenge:lesion11 alg03 run2 segmentation result,1
Segmentation Storage,lesion11_alg03_run2,1
Segmentation Storage,QIN CT challenge:lesion11 alg03 run3 segmentation result,1
Segmentation Storage,lesion11_alg03_run3,1
Segmentation Storage,QIN CT challenge:lesion12 alg01 run1 segmentation result,1
Segmentation Storage,lesion12_alg01_run1,1
Segmentation Storage,QIN CT challenge:lesion12 alg01 run2 segmentation result,1
Segmentation Storage,lesion12_alg01_run2,1
Segmentation Storage,QIN CT challenge:lesion12 alg01 run3 segmentation result,1
Segmentation Storage,lesion12_alg01_run3,1
Segmentation Storage,QIN CT challenge:lesion12 alg02 run1 segmentation result,1
Segmentation Storage,lesion12_alg02_run1,1
Segmentation Storage,QIN CT challenge:lesion12 alg02 run2 segmentation result,1
Segmentation Storage,lesion12_alg02_run2,1
Segmentation Storage,QIN CT challenge:lesion12 alg02 run3 segmentation result,1
Segmentation Storage,lesion12_alg02_run3,1
Segmentation Storage,QIN CT challenge:lesion12 alg03 run1 segmentation result,1
Segmentation Storage,lesion12_alg03_run1,1
Segmentation Storage,QIN CT challenge:lesion12 alg03 run2 segmentation result,1
Segmentation Storage,lesion12_alg03_run2,1
Segmentation Storage,QIN CT challenge:lesion12 alg03 run3 segmentation result,1
Segmentation Storage,lesion12_alg03_run3,1
Segmentation Storage,Prisma_fit,1
Segmentation Storage,Ingenia,1
Segmentation Storage,Editor,1
Segmentation Storage,ePAD Generated DSO dic-28-0303,1
Segmentation Storage,ePAD2.4,1
Segmentation Storage,RIDER-2016615262_20190402_RETEST,1
Segmentation Storage,RIDER-1867199702_20190220_TEST,1
Segmentation Storage,RIDER-2073083717_20190220_TEST,1
Segmentation Storage,RIDER-2073083717_20190220_RETEST,1
Segmentation Storage,RIDER-1867199702_20190220_RETEST,1
Segmentation Storage,RIDER-3115188676_20190220_RETEST,1
Segmentation Storage,RIDER-2151469008_20190402_RETEST,1
Segmentation Storage,RIDER-2151469008_20190220_TEST,1
Segmentation Storage,RIDER-3160137230_20190220_TEST,1
Segmentation Storage,RIDER-1129164940_20190402_RETEST,1
Segmentation Storage,RIDER-2357766186_20190402_RETEST,1
Segmentation Storage,RIDER-3115188676_20190220_TEST,1
Segmentation Storage,RIDER-2016615262_20190220_TEST,1
Segmentation Storage,RIDER-1825099523_20190402_RETEST,1
Segmentation Storage,RIDER-3152132495_20190220_RETEST,1
Segmentation Storage,RIDER-3152132495_20190220_TEST,1
Segmentation Storage,RIDER-1801720707_20190402_RETEST,1
Segmentation Storage,RIDER-1825099523_20190220_TEST,1
Segmentation Storage,RIDER-2541949645_20190402_RETEST,1
Segmentation Storage,RIDER-1801720707_20190220_TEST,1
Segmentation Storage,RIDER-2541949645_20190220_TEST,1
Segmentation Storage,RIDER-1225316081_20190402_RETEST,1
Segmentation Storage,RIDER-1129164940_20190220_TEST,1
Segmentation Storage,RIDER-6324870494_20190220_RETEST,1
Segmentation Storage,RIDER-1225316081_20190220_TEST,1
Segmentation Storage,RIDER-6324870494_20190220_TEST,1
Segmentation Storage,RIDER-3023568408_20190220_TEST,1
Segmentation Storage,RIDER-3023568408_20190402_RETEST,1
